file_path,file_type,size_bytes,width,height,duration,sha256,meaningful_content_asset,old_usage,new_usage,decision,optimization_need_or_result,replacement_status,exclusion_reason,duplicate_counterpart
public_html/admin/ckeditor/skins/moono-lisa/icons.png,png,5881,16,1056,,88779260914cca894bda32f92ec66fa516eed8f080109593b56d2b53bfe452ba,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",admin/ckeditor/plugins/icons.png; Eski/admin/ckeditor/plugins/icons.png; Eski/admin/ckeditor/skins/moono-lisa/icons.png
public_html/admin/ckeditor/skins/moono-lisa/icons_hidpi.png,png,20430,32,2112,,bd0cf1caad03c29eda13f608e3d8470022d0a3797a93ff240a9f33d0a95b28a7,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",admin/ckeditor/plugins/icons_hidpi.png; Eski/admin/ckeditor/plugins/icons_hidpi.png; Eski/admin/ckeditor/skins/moono-lisa/icons_hidpi.png
public_html/admin/ckeditor/skins/moono-lisa/images/arrow.png,png,191,6,30,,b2277bbb26fff842ebf687d4e0db0011c97ce2ad5150e20ebd63cd15a2c9550b,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/arrow.png
public_html/admin/ckeditor/skins/moono-lisa/images/close.png,png,615,16,16,,0d5aab99d91cdf9451203c690d1b681efac0e247873137c2e4b254f5eaed0250,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/close.png
public_html/admin/ckeditor/skins/moono-lisa/images/hidpi/close.png,png,1238,32,32,,31ca8328e53f548322e8d6cb9b889e1fe6d918e3f944910b905a3c3a9b97f616,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/hidpi/close.png
public_html/admin/ckeditor/skins/moono-lisa/images/hidpi/lock-open.png,png,1071,32,32,,0f89da48392084c2b92f1184b20cd15a82b00f76369619827f0c256e4d064a84,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/hidpi/lock-open.png
public_html/admin/ckeditor/skins/moono-lisa/images/hidpi/lock.png,png,1062,32,32,,590115a32954f2bf27bdad510aa986ab4790616b3838ed840d36707c37d2e549,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/hidpi/lock.png
public_html/admin/ckeditor/skins/moono-lisa/images/hidpi/refresh.png,png,1623,32,32,,0afa815ccda8e98ab0c53b7f84405e7af5926a2f674f294ab7e0636eab8d59bc,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/hidpi/refresh.png
public_html/admin/ckeditor/skins/moono-lisa/images/lock-open.png,png,511,16,16,,76f7cea49f5c9c3a33ebe05a241e5278530887fe7669529a04accf237ef491ae,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/lock-open.png
public_html/admin/ckeditor/skins/moono-lisa/images/lock.png,png,506,16,16,,591538a3e1c27b0666fbea0e16e5fd35c37824711bf843bd42e692886cd34a87,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/lock.png
public_html/admin/ckeditor/skins/moono-lisa/images/refresh.png,png,757,16,16,,908ab5420bc35b3dbb1408cba105349ba1f47334ca98be08d0607410353d033a,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/refresh.png
public_html/admin/ckeditor/skins/moono-lisa/images/spinner.gif,gif,2984,16,16,,fe605d83531314abeaec1f47b43c86a4a48c86e3f332ad01b5a9ed2558b8b41f,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/ckeditor/skins/moono-lisa/images/spinner.gif
public_html/admin/css/patterns/1.png,png,5352,220,156,,db39efcf653c1465edab06f363af6194507cdeddf251dd13e87a9e3027ed8d0a,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/1.png
public_html/admin/css/patterns/2.png,png,5048,220,156,,3ac16ef17307a2c1dd4eec3f8e308ef149827b580c7f6ca940ba6810e7b7710a,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/2.png
public_html/admin/css/patterns/3.png,png,6562,220,156,,0791e57ff55d8bfd74879a0580a454ed1b7dd38976d5caf82b06162b4475f051,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/3.png
public_html/admin/css/patterns/4.png,png,11104,440,312,,37b25141944657b7700dc4e9448cea724bdaea505d307495769e8201957a57b1,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/4.png
public_html/admin/css/patterns/5.png,png,10843,440,312,,2c503eff01e1ff4d6fc52a142ed17f1480cdca599f7273ec33cdd5f0e8dcfc16,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/5.png
public_html/admin/css/patterns/6.png,png,9983,440,312,,25def1280eb04acf86c0c58bc2bdee52b33d0f35d3e151d23265280d8061a8d4,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/6.png
public_html/admin/css/patterns/7.png,png,10543,440,312,,b1cf6c5678a2de9686e38a537f386c0ed0d9bee5c4dbc073c0103b55359cd102,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/7.png
public_html/admin/css/patterns/congruent_pentagon.png,png,28934,600,600,,c929ba16ee39fcceb02db800468f8c0a1a435230cf292320f44fce325a0846db,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/congruent_pentagon.png
public_html/admin/css/patterns/header-profile-skin-1.png,png,26278,220,156,,056d7f8ace7f4f137febf1e7a0a4da2bd86ab60cf9b6372a6e1141e8b24984eb,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/header-profile-skin-1.png
public_html/admin/css/patterns/header-profile-skin-2.png,png,28211,220,156,,768b213762f966d13d2e344140fb95e04d040860a4046efaff279363d60059a3,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/header-profile-skin-2.png
public_html/admin/css/patterns/header-profile-skin-3.png,png,33032,220,156,,e68e73e5aa5808121374833ffc85bad6abcb5bd5d2ac9424bc690715e2bd5027,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/header-profile-skin-3.png
public_html/admin/css/patterns/header-profile.png,png,5877,220,156,,c05909898218a521d3bd19ba09a9a43338de6de5fdf1d3fc771b0ec28ae416c5,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/header-profile.png
public_html/admin/css/patterns/otis_redding.png,png,10849,100,100,,477ffbbd1777e7d0ef656024892c087de62c9ce9d424c292985f941ed8a08399,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/otis_redding.png
public_html/admin/css/patterns/shattered.png,png,137733,500,500,,241155c2a3436bfc0a542fc31fe2908ff2bdfc90e1ac7e26c6ba715b01030dcf,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",admin/img/landing/shattered.png; Eski/admin/css/patterns/shattered.png; Eski/admin/img/landing/shattered.png
public_html/admin/css/patterns/triangular.png,png,210,60,60,,076f119eafc772e88e16f8a4a0b8b0398b5b00babebc474898f5c7faeb42a97d,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/patterns/triangular.png
public_html/admin/css/plugins/blueimp/img/error.png,png,2216,64,64,,aa462f83787f52e75b32a16cbba63069f26ae250bcd9d838b2a119a14101ac01,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/blueimp/img/error.png
public_html/admin/css/plugins/blueimp/img/error.svg,svg,306,64,64,,7168de2d9dbda989c0deb414fd095f63d297cb836d886e2d8d19b42417c459da,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/blueimp/img/error.svg
public_html/admin/css/plugins/blueimp/img/loading.gif,gif,3897,128,128,,b84750cc5a395288fcfd0cf42e3a60d6135e2f14db83fce05e97e5abacc2f9b4,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/blueimp/img/loading.gif
public_html/admin/css/plugins/blueimp/img/play-pause.png,png,606,30,15,,104817e9f808da1039e66cb0e8d7a2b4c1e76243ef8d5d68396e547d7c7d8ae6,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/blueimp/img/play-pause.png
public_html/admin/css/plugins/blueimp/img/play-pause.svg,svg,382,30,15,,6f924d25b0a89b0fc23f5caf85645b9aa51c5e225dde029f500482ceb6cfcd99,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/blueimp/img/play-pause.svg
public_html/admin/css/plugins/blueimp/img/video-play.png,png,2811,64,64,,4b2a9aa056390eb56ac1e7aedc6909c0ce6c1facc1463a411fbc986b31fd93eb,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/blueimp/img/video-play.png
public_html/admin/css/plugins/blueimp/img/video-play.svg,svg,274,64,64,,c8ae32014fc721244469142669df3c4576cb3b68a55bb14a070a6ff67ee49aa1,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/blueimp/img/video-play.svg
public_html/admin/css/plugins/chosen/chosen-sprite.png,png,646,52,37,,e670fdcaf8cd467a9a1a67e9a5c1f73288089f59dc08031b118dc26fbd233c80,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/chosen/chosen-sprite.png
public_html/admin/css/plugins/chosen/chosen-sprite@2x.png,png,872,104,74,,edc297359fe8a5f6ee0bc4a1abc36ce4a773104a9225e17bbe592f820c617a72,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/chosen/chosen-sprite@2x.png
public_html/admin/css/plugins/footable/fonts/footable.svg,svg,13095,,,,5c04730b85442f51d5dacd68a34123552512cfcb53af22d9f1bf1c3421fc03c2,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/footable/fonts/footable.svg
public_html/admin/css/plugins/iCheck/green.png,png,5064,240,24,,09b374a6c78a307572562c713fa4c13361b46bb7805c986aa48d12626e3963af,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/iCheck/green.png
public_html/admin/css/plugins/iCheck/green@2x.png,png,7708,480,48,,98fa90157454872b924b656cf68ee6251c2c6ce1c1eacf88eb16c4656dee3e8b,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/iCheck/green@2x.png
public_html/admin/css/plugins/images/bootstrap-colorpicker/alpha-horizontal.png,png,3635,100,10,,b0312e8245ddeb0f67212aed3b4f97d9b054461fe89fd7a70f6a2a55e1563767,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/images/bootstrap-colorpicker/alpha-horizontal.png
public_html/admin/css/plugins/images/bootstrap-colorpicker/alpha.png,png,3271,10,100,,d0d1b42617b82f34ac9d0362ee4563d58b535bf7b785ed475e388b4a2a2106b2,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/images/bootstrap-colorpicker/alpha.png
public_html/admin/css/plugins/images/bootstrap-colorpicker/hue-horizontal.png,png,2837,100,1,,c0d78daecc1c68b6b566fa89c2320399e95b79568fac059cfe9c2790cbfd0d8b,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/images/bootstrap-colorpicker/hue-horizontal.png
public_html/admin/css/plugins/images/bootstrap-colorpicker/hue.png,png,2972,1,100,,76f600a164cf16262dd78abfd05bca52315ac9ef660a962bc86145322f43072a,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/images/bootstrap-colorpicker/hue.png
public_html/admin/css/plugins/images/bootstrap-colorpicker/saturation.png,png,8817,100,100,,373292b9226296d598f0827e253a3ed87fa1aee38cfebb0620fb380c682186bd,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/images/bootstrap-colorpicker/saturation.png
public_html/admin/css/plugins/images/sort.png,png,1060,21,16,,deb08eed58ee9937d87c0c8c71cba83c2eb99ce7b72913470a4f85f0b3022858,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/images/sort.png
public_html/admin/css/plugins/images/sort_asc.png,png,1022,21,16,,5cba6c3ec500bcbf2a3d9f5445793cd357b8ab3712229d9698fd91a839eff9ce,NO,"Legacy template, admin or interface asset",Not rendered in the redesigned public site,INTENTIONALLY_EXCLUDED,Not required,Not applicable,"Administrative, plugin, theme-demo or interface artwork; not Vista company content.",Eski/admin/css/plugins/images/sort_asc.png
